Location,MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainTomorrow
44,39,16,19,15,20,16,30,48,26,84
99,4,22,9,15,21,28,19,42,33,72
97,32,27,2,27,6,84,83,7,30,58
52,34,46,47,8,33,90,17,43,5,70
15,11,30,13,35,9,100,71,10,45,88
72,6,31,31,15,37,99,31,7,30,19
13,9,37,47,1,43,98,25,18,28,27
95,31,9,19,23,16,46,9,29,14,6
77,19,8,27,25,41,6,3,50,18,24
18,2,38,13,43,4,31,5,7,31,9
38,14,20,11,7,26,33,2,9,33,90
89,35,14,35,44,3,93,42,48,27,45
24,35,42,42,9,34,43,45,50,23,13
34,44,47,29,1,26,11,44,50,37,62
30,36,7,2,47,21,77,17,30,28,84
24,50,37,11,43,47,48,6,8,13,79
66,38,25,3,3,22,5,57,36,36,84
83,1,46,12,26,22,86,5,9,23,17
87,50,50,36,45,39,65,77,27,38,30
76,26,24,2,12,35,72,68,43,26,40
63,7,20,3,49,7,66,54,26,24,43
52,47,12,38,12,18,29,44,25,24,83
20,16,7,31,1,10,51,76,15,15,98
83,45,12,49,33,30,12,5,26,50,68
46,20,25,50,28,24,14,26,38,2,80
35,10,16,8,6,28,80,46,4,11,60
66,29,26,8,49,22,86,67,27,26,90
50,20,29,7,12,38,40,10,16,25,43
22,50,21,25,12,32,32,29,4,20,18
57,9,40,37,25,37,77,61,19,0,30
25,16,24,16,17,16,42,72,45,18,24
86,11,38,17,46,3,81,45,18,46,27
62,5,5,42,47,50,69,51,32,31,91
49,16,5,8,17,0,13,42,28,34,58
91,25,34,0,42,29,3,78,0,19,87
92,20,14,27,23,21,84,29,2,21,8
57,32,18,47,28,45,3,56,4,46,62
72,5,40,46,28,26,58,4,13,28,42
51,47,27,41,6,12,2,43,23,27,57
83,13,17,34,15,7,62,59,8,28,53
64,40,33,25,36,40,26,37,18,29,2
9,42,46,32,38,6,76,13,33,42,85
3,41,23,36,50,20,61,39,48,29,67
93,23,33,22,2,20,7,89,15,37,97
63,16,12,44,9,22,84,54,30,13,77
45,46,44,9,4,40,80,81,11,21,68
61,5,36,33,18,32,46,6,25,37,22
29,10,20,17,22,25,16,22,14,21,90
95,11,35,18,35,32,68,36,4,2,21
5,14,6,8,6,46,45,100,6,23,37
82,49,0,29,35,26,100,40,11,38,92
28,39,7,4,41,30,26,64,39,25,25
35,17,35,35,14,49,62,95,31,35,65
76,33,13,30,5,2,43,69,6,19,35
72,23,20,36,44,11,30,61,48,37,34
86,11,25,8,38,26,36,1,49,28,61
40,21,22,15,36,30,45,71,46,39,89
23,49,37,30,4,21,52,58,38,45,56
64,11,38,3,16,32,58,8,28,35,45
5,20,48,27,29,23,10,100,30,50,83
49,9,44,9,2,41,74,40,18,38,73
86,8,35,18,18,30,54,24,37,9,75
74,6,19,48,16,8,48,52,42,47,41
2,31,36,17,23,49,82,22,33,26,81
89,11,31,12,36,5,48,35,41,3,92
98,2,45,16,13,16,64,76,20,3,20
64,17,5,9,25,40,9,38,29,16,6
48,49,23,26,30,9,73,86,18,49,77
99,17,45,24,4,29,5,16,50,10,63
12,44,12,6,50,16,54,96,16,3,34
52,6,41,29,46,22,45,4,28,22,67
64,9,43,23,37,29,47,82,24,31,100
86,6,12,10,28,38,7,43,32,42,65
51,38,45,25,37,25,35,77,21,18,70
2,6,34,19,2,14,76,48,5,44,30
62,30,31,43,47,18,46,49,26,24,18
95,6,21,43,4,41,100,74,15,45,53
83,13,28,28,9,10,73,65,18,35,84
5,36,1,19,0,19,67,39,7,24,25
2,50,49,27,27,11,76,100,10,24,68
94,45,29,9,42,49,97,52,42,14,48
95,43,40,49,28,40,68,36,49,49,31
78,37,31,43,43,7,35,27,29,38,94
19,4,13,3,33,30,82,5,27,44,12
27,42,43,38,14,42,29,18,14,15,94
16,45,24,31,25,43,37,17,2,15,50
99,0,47,50,38,7,68,51,5,50,55
96,13,14,4,6,21,81,31,2,8,8
29,24,13,30,39,48,1,8,11,16,51
78,16,34,8,49,30,83,79,13,20,41
100,23,43,44,35,35,75,8,47,13,41
14,34,7,47,23,1,13,81,7,45,31
95,29,8,45,28,42,85,49,8,18,7
93,46,47,31,29,16,13,65,26,29,62
52,13,45,49,14,30,82,84,17,11,68
74,45,27,48,23,15,17,71,41,47,52
16,22,29,4,49,1,53,96,13,19,99
55,6,18,50,16,39,13,82,21,43,2
26,26,12,44,9,6,75,71,37,44,0
27,10,38,36,34,50,88,87,47,12,20
95,7,4,20,18,18,17,60,16,40,39
14,43,34,21,39,14,53,35,40,24,63
24,45,20,26,31,34,45,88,10,49,5
13,33,27,21,17,2,91,72,5,23,58
29,31,46,11,7,6,63,97,31,46,97
93,41,9,7,30,17,46,84,21,23,52
64,35,12,34,36,35,93,79,27,19,20
37,8,30,19,32,7,18,68,28,24,96
78,19,31,35,10,5,36,91,12,17,18
76,31,19,25,9,28,58,54,29,23,7
36,22,4,35,24,11,13,0,35,25,23
82,31,48,23,1,4,41,73,21,32,95
61,39,14,22,9,28,37,5,37,19,99
97,47,49,39,13,1,92,93,20,8,65
94,18,28,16,43,22,82,49,22,37,90
29,8,17,14,32,5,40,95,6,5,69
99,49,36,27,3,34,77,91,1,46,79
42,12,46,35,7,17,84,4,40,41,49
13,21,6,31,13,24,80,66,41,4,3
68,19,25,15,19,19,1,64,32,0,11
29,20,19,44,17,32,15,62,14,47,25
65,17,46,19,15,21,70,40,27,18,91
79,25,5,29,14,48,22,80,14,38,26
21,43,2,26,13,15,54,46,20,15,88
89,47,31,23,17,1,9,22,19,16,46
71,16,28,19,40,47,33,97,28,0,42
54,39,14,1,49,22,10,22,22,1,37
37,9,26,9,11,37,13,16,1,43,44
4,32,25,44,6,14,100,39,37,27,7
99,35,26,15,19,25,2,92,16,34,74
23,34,8,47,12,30,99,84,28,25,24
42,24,47,7,16,36,89,4,30,32,50
32,4,36,4,40,25,68,91,46,13,36
24,45,25,13,19,49,84,24,13,31,38
95,31,36,11,35,44,5,24,20,14,27
54,10,14,14,20,20,63,4,16,42,35
14,46,11,11,16,41,73,91,49,26,97
97,29,37,4,32,27,30,62,41,1,74
13,43,5,5,22,21,57,57,16,35,7
43,29,12,5,34,18,5,41,3,36,73
50,17,25,25,16,20,14,54,36,2,100
25,14,6,44,1,29,60,70,21,22,52
55,12,36,11,25,33,16,21,15,17,12
12,20,46,36,20,48,82,20,1,44,71
32,24,40,6,36,7,89,94,3,27,72
18,39,19,23,34,38,75,89,13,5,59
77,28,32,50,33,37,2,93,1,19,59
6,4,12,7,13,43,44,54,11,40,93
49,2,6,36,1,21,92,5,4,29,92
62,2,38,43,44,20,81,74,37,18,0
35,6,31,3,41,26,0,10,6,16,25
64,28,19,31,14,30,23,26,31,35,81
69,13,14,40,34,34,98,90,18,9,64
87,27,27,28,50,29,27,31,34,31,48
24,11,42,46,10,16,19,86,11,31,44
75,14,35,25,33,48,77,34,19,15,13
13,26,26,2,37,44,90,96,20,18,8
20,31,44,25,46,38,90,34,7,12,65
43,48,16,28,6,20,44,65,21,3,77
95,7,17,34,42,2,22,34,10,16,40
65,35,43,11,35,22,8,93,9,23,26
88,25,42,6,49,8,69,26,43,29,10
86,48,42,33,39,39,23,77,23,9,22
53,47,41,6,19,8,70,79,46,16,60
14,39,11,5,12,50,17,26,43,34,77
87,19,4,32,8,14,78,100,16,30,13
60,35,4,22,11,2,26,9,47,33,31
70,11,50,10,48,48,46,31,14,48,17
41,22,18,4,28,46,99,1,19,23,55
82,1,42,34,10,6,50,68,32,17,76
94,24,41,36,12,16,92,61,10,9,21
33,40,2,27,21,1,41,64,45,31,51
41,2,23,38,49,42,31,27,35,43,31
17,4,12,40,17,31,74,8,28,18,42
94,41,5,16,36,42,21,17,23,25,12
100,38,46,22,2,28,15,19,29,46,1
18,19,49,19,47,50,23,44,15,27,98
81,4,17,1,43,11,49,69,26,43,31
87,0,22,42,46,20,55,33,13,27,54
83,30,18,34,41,8,21,44,19,29,39
74,13,44,9,0,20,88,46,5,43,85
50,31,49,18,14,15,29,49,30,0,44
74,4,23,1,45,27,53,64,14,3,37
3,24,36,49,26,32,70,25,5,25,30
58,8,22,15,34,21,12,19,26,46,30
33,9,10,29,19,1,61,49,43,21,1
66,48,45,31,5,22,96,21,42,47,77
59,18,38,21,32,8,12,66,23,28,11
8,18,23,29,13,7,92,23,19,34,39
34,15,41,41,5,14,77,45,1,40,71
2,24,9,30,9,43,87,32,50,28,35
26,49,28,32,27,41,41,73,7,2,3
8,33,30,10,40,6,69,66,31,41,11
10,13,13,18,20,38,18,51,18,36,100
25,37,2,0,5,6,73,82,8,29,81
35,11,44,23,47,41,42,71,25,2,82
90,44,24,47,32,46,51,9,29,50,72
67,15,32,18,12,5,92,85,30,34,55
19,24,50,21,18,44,91,2,19,19,40
64,3,14,6,26,8,60,30,33,25,47
45,37,5,12,18,5,61,38,35,8,59
9,48,14,50,50,34,95,78,6,43,27
34,19,25,32,24,19,76,96,44,7,95
36,6,31,42,17,29,86,88,35,15,90
17,2,13,10,16,20,59,81,8,8,60
70,36,50,16,29,33,58,95,35,45,76
29,15,27,18,44,11,2,2,19,13,58
60,43,31,12,14,9,74,9,47,33,99
92,35,30,25,7,38,62,27,2,15,49
39,27,30,38,8,13,16,3,6,22,77
64,7,41,15,49,12,59,97,27,11,84
41,7,20,15,11,22,39,60,48,35,5
94,20,26,26,10,37,62,5,25,16,79
90,39,18,9,46,17,99,75,0,48,98
6,21,44,49,30,26,16,82,42,40,1
9,36,3,50,38,21,95,41,28,46,76
26,21,3,37,31,20,61,47,5,9,6
84,32,41,38,47,17,100,4,35,40,22
39,3,37,13,37,25,79,51,2,8,34
68,3,23,34,40,13,19,54,48,5,36
36,41,36,20,21,20,79,65,33,46,31
27,49,26,4,24,39,95,84,40,47,44
11,36,19,39,36,18,66,86,37,1,15
78,4,32,1,2,49,93,1,40,35,67
38,24,24,4,5,42,38,43,0,13,7
53,22,33,25,8,14,73,12,7,29,85
14,9,39,29,3,45,15,65,40,23,23
60,7,6,12,6,28,96,60,22,5,92
59,21,38,44,27,46,80,83,12,12,9
51,17,12,7,21,27,4,59,40,50,88
43,23,28,42,28,44,83,70,18,17,77
73,20,20,32,48,28,71,8,27,19,64
56,20,40,3,25,14,54,52,33,22,53
71,33,46,2,44,44,9,16,5,42,88
20,34,8,29,41,35,82,4,16,1,42
8,22,27,38,11,7,17,9,5,0,43
76,16,37,0,42,30,60,34,29,40,74
0,43,15,28,14,12,97,48,14,36,46
31,10,35,24,44,32,8,44,3,17,54
73,22,43,6,45,30,1,28,38,25,41
22,10,11,4,27,9,23,12,9,8,15
27,16,3,34,36,18,29,47,8,2,28
66,23,50,1,20,47,65,25,46,8,58
68,31,9,2,49,21,97,53,46,19,98
24,32,26,17,49,37,60,71,10,33,23
16,16,35,26,49,20,36,41,27,20,75
50,13,37,30,24,50,42,59,46,35,45
56,18,35,30,6,17,99,43,31,23,25
72,50,27,8,39,37,87,95,39,37,31
66,19,2,4,8,33,96,35,49,21,55
2,6,37,39,39,22,2,53,44,13,86
30,0,4,31,31,27,48,9,6,19,20
80,12,47,50,19,40,58,84,15,18,48
60,9,47,34,50,31,99,52,2,1,61
53,9,17,16,10,43,4,62,44,35,77
9,29,9,34,27,49,77,39,19,36,44
52,50,11,48,24,41,30,22,38,36,81
16,50,15,17,25,4,10,49,29,40,27
85,38,41,22,50,14,62,67,23,10,56
25,14,5,45,2,23,21,55,7,44,1
4,26,46,39,41,8,99,52,19,19,40
90,9,49,47,23,41,52,27,24,32,38
83,22,23,30,18,49,15,4,26,38,14
23,28,46,18,25,11,61,41,45,16,25
56,15,10,48,28,33,7,56,0,29,57
35,16,29,36,34,34,44,54,39,0,98
100,44,28,8,37,0,40,97,4,19,44
72,18,45,26,26,13,34,84,15,8,93
60,37,35,3,23,31,40,88,3,5,0
79,21,36,34,34,43,96,78,44,41,21
85,33,18,11,10,15,30,0,6,40,71
76,30,22,37,43,18,63,97,30,39,91
71,1,35,34,49,0,35,41,7,12,92
99,19,40,17,23,28,96,8,3,8,28
12,28,12,50,20,22,8,98,4,14,21
81,38,17,1,24,38,62,2,45,2,49
46,5,48,34,1,43,33,79,43,40,36
66,41,11,16,25,38,93,12,33,2,36
72,50,16,33,40,29,42,39,2,9,5
56,2,22,49,16,17,38,28,41,27,19
56,33,32,27,10,18,26,77,43,31,8
94,17,1,31,24,10,94,74,4,44,68
49,3,44,28,44,44,79,19,17,29,10
71,19,16,23,10,28,30,98,39,13,22
12,44,9,39,17,6,86,69,32,33,68
20,34,50,27,23,15,98,94,14,13,24
14,2,5,41,26,35,72,62,50,48,15
36,19,30,4,30,38,73,34,32,13,37
58,2,20,38,36,50,88,51,27,5,20
66,23,11,29,1,11,90,22,30,49,48
73,17,23,45,42,45,78,79,2,6,4
85,0,3,46,5,1,15,8,19,21,50
23,34,5,9,0,46,5,21,11,6,15
45,30,18,15,25,13,71,10,44,15,60
1,14,48,28,40,33,64,59,4,41,78
10,3,49,29,18,14,67,21,11,23,82
65,20,33,41,47,30,46,98,1,7,18
2,23,34,48,3,28,49,75,22,31,89
32,23,1,8,40,1,71,79,14,13,77
50,28,42,6,37,37,1,47,8,38,54
23,50,44,8,17,18,81,37,26,50,4
12,17,12,38,13,17,28,19,15,44,49
28,21,1,44,3,39,18,69,35,14,44
53,23,50,34,9,36,96,62,42,43,30
59,19,49,9,15,31,21,73,16,50,9
9,28,50,43,11,28,39,38,29,38,14
8,38,10,7,39,40,96,20,3,50,77
35,2,42,30,48,15,45,27,25,29,85
77,28,19,19,42,19,74,50,49,34,83
58,46,42,16,21,17,68,60,23,37,79
76,42,38,17,7,14,62,54,14,3,50
65,47,16,30,45,20,74,51,12,8,54
55,11,1,33,18,50,6,99,38,8,72
18,48,38,49,33,49,34,58,23,26,87
67,34,50,11,31,1,94,100,28,16,33
34,8,14,26,6,12,35,31,48,50,14
51,29,36,35,37,0,44,79,34,44,87
69,49,23,6,2,50,82,93,45,5,22
35,40,2,36,11,7,38,28,14,42,62
39,39,21,22,28,12,27,54,0,38,97
69,8,0,33,38,49,86,63,10,34,46
59,6,15,21,50,9,100,9,4,1,81
3,22,38,44,37,27,9,1,48,2,2
58,22,50,35,31,15,60,49,14,44,33
60,0,28,1,25,41,17,61,28,23,56
21,33,8,4,7,32,26,96,15,1,51
8,16,30,29,7,7,14,8,5,26,6
54,18,19,24,2,1,54,97,34,18,8
1,12,46,5,13,39,77,17,0,24,100
2,29,44,30,21,27,34,59,29,22,17
23,36,5,47,33,30,1,58,9,34,49
97,37,24,31,39,37,71,12,44,46,56
23,49,48,15,29,6,56,67,13,31,13
18,40,26,47,17,6,90,0,33,19,63
87,28,42,45,48,8,89,1,48,19,43
13,35,45,19,19,17,28,67,48,11,93
75,8,14,45,35,21,61,32,20,50,57
93,38,23,38,47,7,67,87,29,6,25
14,1,25,42,49,1,57,3,1,28,23
34,44,21,19,30,37,5,82,21,45,25
26,12,13,38,18,31,3,38,6,20,7
8,13,24,43,40,25,19,100,30,36,80
25,1,6,33,33,20,69,28,20,37,3
11,30,22,37,45,23,39,88,46,43,49
6,23,48,28,17,24,96,5,16,22,69
28,37,36,22,24,1,72,38,10,9,12
68,27,7,4,16,16,8,39,4,4,94
29,5,40,25,50,11,86,7,8,9,82
98,42,0,16,0,27,80,46,26,3,2
44,24,16,15,11,50,61,71,26,18,28
16,7,25,24,7,28,70,96,48,7,73
89,12,8,50,11,5,83,65,33,36,22
93,10,16,38,35,15,69,80,8,3,40
25,10,2,1,37,28,66,33,25,34,14
91,14,41,7,25,36,52,89,38,6,36
72,12,4,11,22,19,89,15,29,22,75
89,32,17,49,45,25,26,3,15,10,38
54,38,39,26,1,7,1,30,21,39,41
62,29,20,37,22,15,10,3,25,23,59
4,1,26,37,15,13,11,58,20,12,32
29,49,35,41,4,23,70,91,45,13,45
24,48,38,24,0,41,57,64,42,31,21
9,42,6,46,19,11,51,15,11,17,0
60,43,1,18,25,49,42,88,46,11,43
80,43,6,26,29,48,91,62,46,1,89
32,28,34,23,41,34,26,62,27,14,4
10,5,9,0,16,6,51,30,44,36,79
11,34,16,31,8,30,46,25,37,13,49
59,19,21,10,48,10,54,33,7,40,69
26,5,10,43,38,18,68,94,44,31,10
57,34,33,11,13,24,99,27,32,45,87
96,48,27,28,16,43,10,48,23,41,38
50,23,20,31,34,42,15,55,49,3,62
24,42,43,32,46,36,97,43,46,27,70
32,34,9,30,10,21,84,87,45,0,22
40,2,0,7,36,6,91,85,33,3,5
38,32,17,45,35,40,53,49,34,6,72
84,4,15,41,14,10,30,92,43,38,64
89,27,20,35,25,31,72,31,1,40,84
61,13,17,10,48,2,93,94,0,46,65
99,49,45,43,30,37,21,36,20,7,49
40,5,25,21,19,14,49,68,38,22,23
17,2,21,6,37,13,35,95,11,29,39
59,28,49,45,49,11,43,92,3,15,12
63,9,12,15,4,29,98,53,14,40,99
7,50,25,3,43,36,92,14,38,18,17
46,17,17,4,31,46,98,64,36,43,2
63,6,1,4,9,1,13,4,25,37,65
45,7,0,47,15,5,14,56,16,28,57
55,4,42,33,29,7,94,25,5,43,100
48,43,18,1,17,21,78,20,20,34,84
6,18,8,29,45,50,63,74,27,14,65
31,49,44,27,34,42,46,50,5,48,38
23,47,39,48,32,5,87,62,4,22,94
77,30,49,24,50,47,66,91,47,50,0
10,34,24,31,40,5,87,79,31,18,39
35,5,1,11,12,3,82,29,10,50,79
93,33,38,15,4,34,94,4,22,30,100
9,8,50,45,12,6,62,32,9,15,76
70,41,34,43,18,26,88,32,17,21,98
17,36,15,49,22,34,81,20,22,34,48
37,23,11,27,15,25,33,56,10,50,53
26,47,23,36,33,2,30,51,18,26,23
59,29,10,21,19,39,91,60,42,34,33
64,21,49,2,27,33,82,36,50,8,83
3,40,39,31,21,24,22,49,48,32,20
9,34,27,50,24,15,30,19,47,33,75
96,5,1,11,19,8,85,24,31,41,64
32,17,16,15,21,33,3,82,17,25,77
1,39,35,27,29,45,28,62,0,5,67
86,43,15,2,30,32,3,26,40,20,68
92,44,10,22,2,13,7,76,24,43,25
72,11,43,26,25,16,61,99,2,46,64
12,17,2,10,0,16,99,24,8,20,99
46,23,21,49,5,49,28,78,16,12,46
12,17,17,34,1,0,4,0,23,50,73
43,49,6,41,33,3,67,94,42,12,90
1,17,4,14,26,17,75,22,49,7,22
85,0,34,29,48,5,94,32,11,45,47
93,16,37,9,37,11,92,79,29,32,55
17,0,30,45,30,1,58,33,10,19,27
62,12,43,46,12,28,2,18,48,4,75
60,21,22,27,36,35,44,68,5,28,60
42,35,32,44,9,15,38,44,17,46,14
70,4,38,6,31,19,56,29,47,46,23
78,33,41,29,15,26,11,60,47,20,79
73,9,7,27,48,37,25,48,23,2,11
4,18,19,28,46,33,88,19,14,43,91
83,22,47,32,11,35,6,59,12,48,61
42,45,28,3,40,34,33,20,47,15,58
77,0,42,9,16,26,36,30,6,14,96
100,3,20,17,16,41,61,43,15,12,83
94,24,27,22,3,38,74,75,44,24,33
86,25,18,19,34,7,8,69,38,39,10
52,24,5,35,6,35,7,99,12,46,8
82,32,28,48,45,39,31,82,33,2,53
86,24,10,31,9,16,56,71,42,6,44
83,23,44,30,12,11,74,53,16,27,86
65,13,33,41,35,14,17,40,37,7,29
93,5,6,20,48,1,48,45,7,50,36
60,17,38,48,0,23,68,75,40,0,43
54,23,6,16,2,17,9,38,7,11,83
0,15,35,13,2,20,14,93,8,0,98
56,6,37,35,1,44,10,0,40,30,44
62,13,45,15,2,7,53,93,38,30,2
91,25,49,28,36,24,6,81,11,15,64
42,28,32,8,11,17,58,80,18,31,33
24,21,39,43,1,46,10,21,16,16,16
55,1,8,4,2,44,48,48,10,9,93
47,34,49,30,12,17,55,62,35,46,52
51,11,20,33,28,42,49,92,30,33,78
83,20,5,34,1,46,21,67,39,35,4
89,12,21,30,17,1,55,99,33,43,64
66,33,22,27,35,41,33,39,23,14,64
51,47,42,37,18,39,79,18,36,2,65
71,10,29,41,22,21,53,32,7,22,23
14,38,34,24,39,31,54,11,17,6,39
91,37,49,31,18,31,13,70,18,25,41
92,5,5,30,3,14,45,34,4,42,90
47,24,17,32,34,49,54,95,41,14,26
58,25,43,37,5,6,21,43,0,14,23
32,13,41,15,43,11,78,48,46,47,37
1,50,11,21,1,27,100,16,21,4,33
32,13,38,1,48,41,56,3,4,36,16
77,47,27,39,27,14,37,40,13,28,72
94,9,36,9,42,46,29,64,7,4,76
42,21,30,47,23,47,28,95,48,38,81
24,11,1,21,17,7,6,1,40,6,35
2,18,33,13,17,7,22,71,6,26,73
99,6,14,12,28,18,7,75,40,38,78
52,12,41,12,16,26,27,4,24,28,34
81,39,15,22,17,19,35,82,3,12,12
21,14,2,4,42,8,16,54,44,45,59
27,13,45,36,17,44,30,58,35,34,65
71,46,34,29,7,38,100,6,44,47,80
77,38,28,36,30,18,58,98,29,45,95
35,41,44,31,13,31,59,100,33,38,13
6,20,32,42,30,39,18,100,0,18,51
61,24,49,12,2,16,17,27,1,50,76
60,20,14,28,15,16,34,47,27,46,94
5,18,34,17,7,20,83,29,23,10,87
55,23,46,13,40,33,76,43,39,45,84
96,10,16,21,3,11,10,36,17,39,95
43,41,44,7,14,26,84,45,41,18,72
75,3,8,33,1,9,53,82,41,49,70
17,2,14,41,37,21,42,92,6,23,40
42,18,23,12,15,18,24,83,24,25,50
96,36,9,17,18,33,88,43,42,20,6
27,22,4,24,1,5,95,50,40,32,27
32,27,3,3,3,29,3,16,40,10,41
40,19,27,40,41,19,74,26,10,21,3
6,24,0,39,35,5,26,80,48,35,46
23,3,20,29,1,16,91,64,7,10,15
51,28,3,41,26,21,31,19,45,16,70
98,14,34,39,19,40,39,57,31,4,98
19,45,23,30,5,3,1,50,3,30,66
20,25,7,49,3,4,48,56,11,17,7
70,5,10,26,25,26,18,9,44,42,25
100,47,5,7,48,14,48,79,34,23,100
54,29,32,2,38,13,19,16,41,30,73
24,27,4,41,26,37,39,30,47,46,6
72,38,4,2,38,41,35,100,11,12,62
84,39,32,11,18,32,27,54,22,11,71
35,15,20,38,16,13,68,83,35,26,70
37,43,49,19,31,20,7,66,49,9,16
65,10,40,37,31,43,41,84,22,48,56
65,48,13,9,2,32,89,70,48,8,21
54,22,45,2,10,12,38,21,30,34,13
48,39,8,9,27,45,96,15,40,37,46
63,42,8,26,45,28,54,53,39,22,27
93,18,40,6,45,37,2,81,12,13,0
94,11,1,12,49,17,14,62,3,26,100
50,18,24,13,43,27,24,51,40,30,18
63,0,9,41,38,49,42,87,40,35,70
90,32,9,45,0,2,91,90,26,50,5
18,22,3,28,34,41,0,61,8,23,52
72,18,24,44,47,18,65,28,11,44,51
84,25,15,32,40,6,24,79,9,24,4
41,27,11,42,32,32,37,99,3,49,31
49,8,30,47,40,32,96,34,2,49,2
1,35,23,4,30,36,36,3,16,30,99
85,19,6,47,25,19,13,51,11,33,51
8,39,45,7,24,34,99,58,48,12,90
2,37,47,42,11,33,96,44,44,6,34
91,22,34,17,2,41,93,84,34,29,39
24,32,7,2,48,4,22,68,28,24,3
75,45,46,6,27,0,13,36,29,28,56
97,24,50,39,45,37,45,6,40,15,82
83,40,45,6,31,50,14,91,2,12,51
61,10,49,19,17,18,78,13,39,43,50
72,43,17,7,11,6,21,81,11,49,95
66,47,13,0,45,42,88,44,34,20,78
64,41,11,13,24,20,91,4,22,20,58
100,43,49,45,19,24,87,31,50,2,40
62,39,1,47,38,45,31,71,33,17,53
68,39,6,48,19,42,55,12,22,36,34
33,25,42,39,28,44,22,20,10,9,54
64,40,4,22,32,21,99,9,0,0,3
82,30,15,22,16,10,11,63,5,24,48
81,27,31,38,31,2,34,63,1,16,94
69,23,46,1,22,36,33,46,3,30,45
33,37,0,45,22,33,96,82,36,7,65
11,25,28,22,7,18,72,80,42,13,18
81,43,15,14,49,15,28,87,40,10,23
68,27,42,46,47,12,27,13,47,30,31
90,24,46,6,22,33,2,6,9,26,11
44,39,2,19,27,25,51,8,27,33,4
38,41,32,19,38,32,39,39,37,39,85
76,34,13,27,10,48,7,42,8,8,68
82,33,27,19,29,17,16,58,50,28,0
61,22,39,5,37,5,77,30,28,19,79
43,13,31,8,2,31,26,33,2,50,59
41,34,6,12,22,38,95,21,20,33,58
47,15,48,35,24,14,35,85,1,38,75
62,29,9,22,1,20,93,11,13,34,9
67,13,17,13,26,6,79,76,21,22,65
88,46,38,9,12,39,17,67,14,23,30
33,44,5,36,0,14,67,70,23,27,37
14,17,10,50,5,47,30,50,37,14,22
80,10,40,20,40,36,13,77,8,3,85
21,48,42,22,48,37,71,33,32,0,3
84,28,1,14,19,30,55,75,41,35,44
16,40,21,3,15,7,73,70,6,16,66
83,20,41,42,43,4,47,1,40,28,13
83,50,40,11,41,4,72,70,20,43,45
30,9,40,33,41,12,50,30,34,22,70
60,0,19,36,0,43,11,76,7,43,36
14,12,24,6,38,46,32,22,40,42,80
33,14,45,27,48,12,95,83,44,33,12
14,7,32,48,40,20,42,41,6,19,85
67,48,22,4,43,28,41,97,47,4,65
88,6,40,26,30,43,80,57,18,21,59
70,3,5,50,0,42,95,37,5,49,37
60,10,32,38,27,39,11,4,42,31,70
77,12,30,10,37,33,46,98,22,28,62
34,36,21,18,37,4,38,33,44,3,73
52,19,27,32,47,35,40,1,39,35,68
14,2,45,25,17,40,3,35,15,31,69
43,30,48,38,34,6,82,66,10,46,83
80,11,43,46,28,50,3,11,38,22,40
0,16,48,26,49,15,37,83,50,13,16
42,37,34,18,35,2,96,6,2,40,43
86,11,42,28,14,7,71,17,44,11,57
9,2,17,41,39,25,67,2,42,11,69
58,27,23,3,41,18,61,31,35,14,13
1,17,22,7,32,14,71,53,8,4,88
12,29,50,20,22,43,100,31,28,10,55
41,19,5,13,39,43,39,9,47,1,64
27,37,27,33,10,30,20,29,38,20,63
67,48,43,48,12,27,36,19,38,22,94
63,40,23,29,28,38,92,9,16,49,45
56,40,14,50,6,23,41,71,13,17,54
49,24,15,12,33,19,56,25,8,45,81
1,49,42,17,17,4,77,72,39,4,18
34,50,2,17,33,11,35,82,12,35,17
14,10,7,1,30,4,14,44,33,33,47
59,27,17,12,28,45,30,68,32,32,58
30,23,26,5,1,27,45,53,9,24,1
96,14,11,9,39,9,90,58,16,28,76
33,50,11,31,16,24,56,43,48,11,46
72,37,46,47,24,40,67,30,30,20,53
15,29,3,3,14,16,83,80,10,11,85
2,46,30,50,39,43,44,38,25,41,99
36,32,23,35,4,35,50,98,36,25,88
57,1,46,26,1,46,80,66,24,9,11
28,44,8,17,36,13,43,38,12,37,28
90,23,47,46,11,11,41,5,38,42,21
17,17,12,15,45,32,14,18,9,29,47
36,38,8,35,40,27,34,9,18,0,77
46,10,18,0,3,40,16,39,10,26,100
33,8,41,10,12,10,41,82,35,31,4
31,48,10,28,50,33,97,56,46,44,59
99,29,39,30,49,13,99,10,40,27,10
71,14,23,7,14,47,62,68,37,30,24
26,0,8,33,45,12,48,71,48,16,15
38,3,4,4,44,16,82,53,50,43,11
6,7,37,7,50,8,79,74,28,48,45
73,43,47,1,19,19,60,49,9,12,67
59,15,43,21,37,46,10,24,15,16,64
34,25,42,36,1,25,49,10,13,23,8
40,9,7,1,49,39,48,2,41,46,18
61,40,32,2,39,28,5,44,39,48,31
89,29,30,26,48,47,87,49,24,0,70
46,28,36,10,35,2,44,2,37,48,87
46,31,20,36,38,0,90,66,16,17,60
50,20,7,3,18,18,33,62,34,24,28
36,43,26,18,43,18,87,2,16,39,38
79,23,42,35,21,36,60,30,0,37,58
69,5,2,35,4,27,63,53,35,36,64
44,3,36,10,31,20,47,98,1,32,27
4,11,48,50,45,21,59,12,26,19,22
68,50,8,28,20,32,17,67,6,5,18
